Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection (km),Number of Lanes,Day of Week,Time of Day,Derived typical travel time,Derived lost time,Derived gained time
3MB-SB,29/06/2019 20:00,2019,6,29,20,0,1703,0,78.97,162.53,0,2,42,0,0,0,0,77.34,165.12,0,27,few clouds,F,3.5477345,4,7,Evening,127.72,34.81,0.00
3MB-SB,29/06/2019 21:00,2019,6,29,21,0,1167,0.65,80.27,159.34,0,2,39,0,0,0,0,79.62,160.41,0,26,few clouds,F,3.546938222,4,7,Late Evening,127.69,31.65,0.00
3MB-SB,29/06/2019 22:00,2019,6,29,22,0,663,0.81,84.45,151.62,0,2,31,0,0,0,0,81.44,156.79,0,26,few clouds,E,3.547686722,4,7,Late Evening,127.72,23.90,0.00
3MB-SB,29/06/2019 23:00,2019,6,29,23,0,451,0.71,82.12,155.87,0,2,35,0,0,0,0,82.82,154.21,0,25,few clouds,E,3.547070806,4,7,Late Evening,127.69,28.18,0.00
3MB-SB,30/06/2019 00:00,2019,6,30,0,0,215,0.91,88.08,145.13,0,2,25,0,0,0,0,87.11,146.59,0,25,few clouds,E,3.546930667,4,1,Late Night,127.69,17.44,0.00
3MB-SB,30/06/2019 01:00,2019,6,30,1,0,158,0.69,97.27,131.42,0,2,11,0,0,0,0,89.72,142.32,0,25,few clouds,D,3.547122944,4,1,Late Night,127.70,3.72,0.00
3MB-SB,30/06/2019 02:00,2019,6,30,2,0,101,1.18,98.68,129.49,0,2,9,0,0,0,0,92.06,138.71,0,25,few clouds,D,3.550449083,4,1,Late Night,127.82,1.67,0.00
3MB-SB,30/06/2019 06:00,2019,6,30,6,0,134,0.3,77.44,165.19,0,2,45,0,0,0,0,78.69,162.43,0,25,few clouds,F,3.55229875,4,1,Early Morning,127.88,37.31,0.00
3MB-SB,30/06/2019 07:00,2019,6,30,7,0,312,0.62,85.79,150.14,0,2,30,0,0,0,0,77.35,165.33,0,25,few clouds,E,3.547827,4,1,Early Morning,127.72,22.42,0.00
3MB-SB,30/06/2019 08:00,2019,6,30,8,0,560,0.32,87.41,146.84,0,2,26,0,0,0,0,81.81,156.12,0,25,light intensity drizzle,E,3.547945139,4,1,Early Morning,127.73,19.11,0.00
3MB-SB,30/06/2019 09:00,2019,6,30,9,0,893,0,94.33,135.65,0,2,15,0,0,0,0,82.25,155.29,0,25,broken clouds,D,3.5474625,4,1,Late Morning,127.71,7.94,0.00
3MB-SB,30/06/2019 10:00,2019,6,30,10,0,861,0.06,86.01,149,0,2,29,0,0,0,0,82.26,155.25,0,26,haze,E,3.547284167,4,1,Late Morning,127.70,21.30,0.00
3MB-SB,30/06/2019 11:00,2019,6,30,11,0,585,0.73,87.74,146.17,0,2,26,0,0,0,0,85.62,149.15,0,27,broken clouds,E,3.5476875,4,1,Late Morning,127.72,18.45,0.00
3MB-SB,30/06/2019 12:00,2019,6,30,12,0,553,0.68,85.33,150.42,0,2,30,0,0,0,0,85.86,148.75,0,28,broken clouds,E,3.5483,4,1,Early Afternoon,127.74,22.68,0.00
3MB-SB,30/06/2019 13:00,2019,6,30,13,0,655,0.6,86.85,147.46,0,2,27,0,0,0,0,84,152.07,0,28,broken clouds,E,3.547811556,4,1,Early Afternoon,127.72,19.74,0.00
3MB-SB,30/06/2019 14:00,2019,6,30,14,0,762,0.55,82.71,155.1,0,2,35,0,0,0,0,84.16,151.76,0,29,broken clouds,E,3.54722625,4,1,Early Afternoon,127.70,27.40,0.00
3MB-SB,30/06/2019 15:00,2019,6,30,15,0,827,0.61,80.14,160.75,0,2,40,0,0,0,0,82.35,155.07,0,30,broken clouds,F,3.547107361,4,1,Late Afternoon,127.70,33.05,0.00
3MB-SB,30/06/2019 16:00,2019,6,30,16,0,796,0.64,85.19,150.46,0,2,30,0,0,0,0,84.55,151.03,0,30,broken clouds,E,3.547174222,4,1,Late Afternoon,127.70,22.76,0.00
3MB-SB,30/06/2019 17:00,2019,6,30,17,0,795,0.51,87.31,146.48,0,2,26,0,0,0,0,85.28,149.74,0,30,broken clouds,E,3.548778306,4,1,Late Afternoon,127.76,18.72,0.00
3MB-SB,30/06/2019 18:00,2019,6,30,18,0,878,0.61,88.58,144.57,0,2,24,0,0,0,0,82.91,154.09,0,29,broken clouds,E,3.548319833,4,1,Evening,127.74,16.83,0.00
3MB-SB,30/06/2019 19:00,2019,6,30,19,0,1089,0.29,86.82,147.33,0,2,27,0,0,0,0,83.37,153.22,0,28,broken clouds,E,3.547131944,4,1,Evening,127.70,19.63,0.00
3MB-SB,30/06/2019 20:00,2019,6,30,20,0,1308,0,78.73,162.47,0,2,42,0,0,0,0,77.5,164.77,0,27,broken clouds,F,3.5472785,4,1,Evening,127.70,34.77,0.00
3MB-SB,30/06/2019 21:00,2019,6,30,21,0,1026,0.11,77.77,164.87,0,2,44,0,0,0,0,79.58,160.47,0,27,few clouds,F,3.547411722,4,1,Late Evening,127.71,37.16,0.00
3MB-SB,30/06/2019 22:00,2019,6,30,22,0,599,0.8,89.66,143.38,0,2,23,0,0,0,0,82.19,155.38,0,26,few clouds,E,3.546890667,4,1,Late Evening,127.69,15.69,0.00
3MB-SB,30/06/2019 23:00,2019,6,30,23,0,384,0.61,83.6,152.82,0,2,32,0,0,0,0,85.08,150.08,0,26,thunderstorm,E,3.548266417,4,1,Late Evening,127.74,25.08,0.00
3MB-SB,01/07/2019 00:00,2019,7,1,0,0,206,0.62,88.21,145.16,0,2,25,0,0,0,0,87.33,146.27,0,26,few clouds,E,3.54729125,4,2,Late Night,127.70,17.46,0.00
3MB-SB,01/07/2019 01:00,2019,7,1,1,0,100,1.88,80.01,159.81,0,2,39,0,0,0,0,88.59,144.15,0,25,few clouds,F,3.547972333,4,2,Late Night,127.73,32.08,0.00
3MB-SB,01/07/2019 02:00,2019,7,1,2,0,49,1.43,85.76,149.12,0,2,29,0,0,0,0,89.86,142.14,0,25,few clouds,E,3.553454722,4,2,Late Night,127.92,21.20,0.00
3MB-SB,01/07/2019 03:00,2019,7,1,3,0,31,0.6,96.15,132.94,0,2,12,0,0,0,0,89.74,142.55,0,25,few clouds,D,3.551285111,4,2,Late Night,127.85,5.09,0.00
3MB-SB,01/07/2019 04:00,2019,7,1,4,0,24,1.42,90.78,141.18,0,2,21,0,0,0,0,84.56,151.19,0,25,few clouds,E,3.547785222,4,2,Early Morning,127.72,13.46,0.00
3MB-SB,01/07/2019 05:00,2019,7,1,5,0,167,0.77,82.96,155.63,0,2,35,0,0,0,0,88.67,144.04,0,25,light intensity drizzle,E,3.659267778,4,2,Early Morning,131.73,23.90,0.00
3MB-SB,01/07/2019 06:00,2019,7,1,6,0,1006,1.97,54.16,263.39,0,4,23,0,0,0,0,64.55,204.08,0,25,scattered clouds,F,3.723938944,4,2,Early Morning,134.06,129.33,0.00
3MB-SB,01/07/2019 07:00,2019,7,1,7,0,748,13.67,12.97,1219.59,0,20,19,900.36,0,15,0,31.22,429.41,110.18,25,scattered clouds,F,3.567592,4,2,Early Morning,128.43,1091.16,0.00
3MB-SB,01/07/2019 08:00,2019,7,1,8,0,860,12.44,8.13,1581.11,0,26,21,1261.88,0,21,1,23.52,546.06,226.83,25,scattered clouds,F,3.78932925,4,2,Early Morning,136.42,1444.69,0.00
3MB-SB,01/07/2019 09:00,2019,7,1,9,0,1474,0.02,46.61,466.06,0,7,46,146.83,0,2,26,47.53,287.01,0,26,light intensity drizzle,F,3.5490625,4,2,Late Morning,127.77,338.29,0.00
3MB-SB,01/07/2019 10:00,2019,7,1,10,0,1297,0.03,69.39,184.89,0,3,4,0,0,0,0,69.25,184.5,0,25,light rain,F,3.547029694,4,2,Late Morning,127.69,57.20,0.00
3MB-SB,01/07/2019 11:00,2019,7,1,11,0,671,0.94,67.62,190.4,0,3,10,0,0,0,0,72.59,175.91,0,25,moderate rain,F,3.547429889,4,2,Late Morning,127.71,62.69,0.00
3MB-SB,01/07/2019 12:00,2019,7,1,12,0,469,0.9,66.68,191.88,0,3,11,0,0,0,0,70.37,181.48,0,30,light rain,F,3.549299389,4,2,Early Afternoon,127.77,64.11,0.00
3MB-SB,01/07/2019 13:00,2019,7,1,13,0,539,0.83,77.73,164.96,0,2,44,0,0,0,0,74.21,172.18,0,30,light rain,F,3.547465,4,2,Early Afternoon,127.71,37.25,0.00
3MB-SB,01/07/2019 14:00,2019,7,1,14,0,742,0.61,74.5,172.26,0,2,52,0,0,0,0,78.93,161.8,0,30,light rain,F,3.547488056,4,2,Early Afternoon,127.71,44.55,0.00
3MB-SB,01/07/2019 15:00,2019,7,1,15,0,843,0.9,72.33,177.37,0,2,57,0,0,0,0,80.27,159.1,0,28,clear sky,F,3.54782625,4,2,Late Afternoon,127.72,49.65,0.00
3MB-SB,01/07/2019 16:00,2019,7,1,16,0,784,0.67,82.95,156.01,0,2,36,0,0,0,0,81.45,156.81,0,25,thunderstorm with light rain,E,3.547255833,4,2,Late Afternoon,127.70,28.31,0.00
3MB-SB,01/07/2019 17:00,2019,7,1,17,0,804,0.67,85.26,150.06,0,2,30,0,0,0,0,79.17,161.3,0,28,clear sky,E,3.547333333,4,2,Late Afternoon,127.70,22.36,0.00
3MB-SB,01/07/2019 18:00,2019,7,1,18,0,1029,1.15,82.43,155.32,0,2,35,0,0,0,0,80,159.63,0,25,clear sky,E,3.548213278,4,2,Evening,127.74,27.58,0.00
3MB-SB,01/07/2019 19:00,2019,7,1,19,0,931,0.6,82.47,155.55,0,2,35,0,0,0,0,79.27,161.14,0,25,clear sky,E,3.547362667,4,2,Evening,127.71,27.84,0.00
3MB-SB,01/07/2019 20:00,2019,7,1,20,0,847,0.73,86.05,148.77,0,2,28,0,0,0,0,75.36,169.46,0,25,scattered clouds,E,3.548197778,4,2,Evening,127.74,21.03,0.00
3MB-SB,01/07/2019 21:00,2019,7,1,21,0,966,1.15,80.85,158.2,0,2,38,0,0,0,0,77.2,165.46,0,25,few clouds,F,3.5475685,4,2,Late Evening,127.71,30.49,0.00
3MB-SB,01/07/2019 22:00,2019,7,1,22,0,609,0.47,78.84,162.43,0,2,42,0,0,0,0,76.58,166.77,0,25,few clouds,F,3.548241417,4,2,Late Evening,127.74,34.69,0.00
3MB-SB,01/07/2019 23:00,2019,7,1,23,0,641,0,85.84,148.85,0,2,28,0,0,0,0,82.79,154.29,0,25,few clouds,E,3.547435889,4,2,Late Evening,127.71,21.14,0.00
3MB-SB,02/07/2019 00:00,2019,7,2,0,0,252,0.43,82.26,155.42,0,2,35,0,0,0,0,84.14,151.78,0,25,few clouds,E,3.547458444,4,3,Late Night,127.71,27.71,0.00
3MB-SB,02/07/2019 01:00,2019,7,2,1,0,70,1.29,83.48,153.55,0,2,33,0,0,0,0,84.62,150.92,0,25,few clouds,E,3.547564722,4,3,Late Night,127.71,25.84,0.00
3MB-SB,02/07/2019 05:00,2019,7,2,5,0,72,1,101.14,127.27,0,2,7,0,0,0,0,84.41,151.3,0,24,broken clouds,A,3.606879167,4,3,Early Morning,129.85,0.00,2.58
3MB-SB,02/07/2019 06:00,2019,7,2,6,0,701,0.75,72.47,181.59,0,3,1,0,0,0,0,70.15,185.1,0,24,scattered clouds,F,3.554261917,4,3,Early Morning,127.95,53.64,0.00
3MB-SB,02/07/2019 07:00,2019,7,2,7,0,972,0.77,67.94,197.69,0,3,17,0,0,0,0,53.49,239.21,0,24,few clouds,F,3.570068944,4,3,Early Morning,128.52,69.17,0.00
3MB-SB,02/07/2019 08:00,2019,7,2,8,0,733,0.75,85.77,149.27,0,2,29,0,0,0,0,43.01,298.82,0,24,mist,E,3.576931333,4,3,Early Morning,128.77,20.50,0.00
3MB-SB,02/07/2019 09:00,2019,7,2,9,0,730,0.53,82.67,154.81,0,2,34,0,0,0,0,67.92,189.59,0,25,mist,E,3.547650333,4,3,Late Morning,127.72,27.09,0.00
3MB-SB,02/07/2019 10:00,2019,7,2,10,0,860,0.53,80.19,159.87,0,2,39,0,0,0,0,73.16,174.57,0,26,few clouds,F,3.547326,4,3,Late Morning,127.70,32.17,0.00
3MB-SB,02/07/2019 11:00,2019,7,2,11,0,868,0.53,78.88,162.15,0,2,42,0,0,0,0,71.16,179.46,0,27,broken clouds,F,3.547278,4,3,Late Morning,127.70,34.45,0.00
3MB-SB,02/07/2019 12:00,2019,7,2,12,0,1434,0.15,77.62,164.98,0,2,44,0,0,0,0,71.88,177.66,0,29,broken clouds,F,3.547433333,4,3,Early Afternoon,127.71,37.27,0.00
3MB-SB,02/07/2019 13:00,2019,7,2,13,0,1792,0,77.1,166.51,0,2,46,0,0,0,0,74.4,171.65,0,29,broken clouds,F,3.547247972,4,3,Early Afternoon,127.70,38.81,0.00
3MB-SB,02/07/2019 14:00,2019,7,2,14,0,1066,0.41,80.36,159.1,0,2,39,0,0,0,0,76.97,165.91,0,29,broken clouds,F,3.547658,4,3,Early Afternoon,127.72,31.38,0.00
3MB-SB,02/07/2019 15:00,2019,7,2,15,0,863,0.56,79.29,161.31,0,2,41,0,0,0,0,79.44,160.77,0,31,broken clouds,F,3.547300889,4,3,Late Afternoon,127.70,33.61,0.00
3MB-SB,02/07/2019 16:00,2019,7,2,16,0,956,0.82,82.82,154.67,0,2,34,0,0,0,0,81.04,157.58,0,30,broken clouds,E,3.547302667,4,3,Late Afternoon,127.70,26.97,0.00
3MB-SB,02/07/2019 17:00,2019,7,2,17,0,1678,3.39,81.66,156.8,0,2,36,0,0,0,0,80.16,159.31,0,30,broken clouds,F,3.547168056,4,3,Late Afternoon,127.70,29.10,0.00
3MB-SB,02/07/2019 18:00,2019,7,2,18,0,2379,0,84.98,150.43,0,2,30,0,0,0,0,80.75,158.14,0,26,broken clouds,E,3.547820667,4,3,Evening,127.72,22.71,0.00
3MB-SB,02/07/2019 19:00,2019,7,2,19,0,1845,1.96,84.93,150.45,0,2,30,0,0,0,0,77.86,164.04,0,26,broken clouds,E,3.5474165,4,3,Evening,127.71,22.74,0.00
3MB-SB,02/07/2019 20:00,2019,7,2,20,0,1854,0,81.63,156.92,0,2,36,0,0,0,0,74.43,171.58,0,27,scattered clouds,F,3.547481667,4,3,Evening,127.71,29.21,0.00
3MB-SB,02/07/2019 21:00,2019,7,2,21,0,1770,0,75.63,170.79,0,2,50,0,0,0,0,75.9,168.26,0,27,scattered clouds,F,3.547453,4,3,Late Evening,127.71,43.08,0.00
3MB-SB,02/07/2019 22:00,2019,7,2,22,0,1393,0.01,80.32,159.25,0,2,39,0,0,0,0,76.44,167.07,0,26,few clouds,F,3.547698611,4,3,Late Evening,127.72,31.53,0.00
3MB-SB,02/07/2019 23:00,2019,7,2,23,0,750,0,87.2,147.14,0,2,27,0,0,0,0,80.3,159.05,0,26,scattered clouds,E,3.547386667,4,3,Late Evening,127.71,19.43,0.00
3MB-SB,03/07/2019 00:00,2019,7,3,0,0,305,0,89.74,142.93,0,2,22,0,0,0,0,82.2,155.36,0,26,scattered clouds,E,3.547306639,4,4,Late Night,127.70,15.23,0.00
3MB-SB,03/07/2019 01:00,2019,7,3,1,0,84,1.3,91.27,140.72,0,2,20,0,0,0,0,86.69,147.31,0,26,few clouds,E,3.547486222,4,4,Late Night,127.71,13.01,0.00
3MB-SB,03/07/2019 05:00,2019,7,3,5,0,79,0.83,91.12,140.46,0,2,20,0,0,0,0,82.16,155.44,0,25,light intensity drizzle,E,3.596249194,4,4,Early Morning,129.46,11.00,0.00
3MB-SB,03/07/2019 06:00,2019,7,3,6,0,699,0.61,72.48,178.67,0,2,58,0,0,0,0,71.69,180.59,0,25,light intensity drizzle,F,3.548206667,4,4,Early Morning,127.74,50.93,0.00
3MB-SB,03/07/2019 07:00,2019,7,3,7,0,961,3.22,61.79,216.58,0,3,36,0,0,0,0,55.6,229.74,0,25,few clouds,F,3.553659361,4,4,Early Morning,127.93,88.65,0.00
3MB-SB,03/07/2019 08:00,2019,7,3,8,0,813,1.47,79.18,163.41,0,2,43,0,0,0,0,52.61,243.17,0,25,few clouds,F,3.551454694,4,4,Early Morning,127.85,35.56,0.00
3MB-SB,03/07/2019 09:00,2019,7,3,9,0,778,0.44,78.85,162.32,0,2,42,0,0,0,0,64.51,198.19,0,26,few clouds,F,3.55213025,4,4,Late Morning,127.88,34.44,0.00
3MB-SB,03/07/2019 10:00,2019,7,3,10,0,1239,0.34,77.13,166.04,0,2,46,0,0,0,0,72.21,177.09,0,27,few clouds,F,3.548111556,4,4,Late Morning,127.73,38.31,0.00
3MB-SB,03/07/2019 11:00,2019,7,3,11,0,1703,0,74.39,172.33,0,2,52,0,0,0,0,70.09,182.24,0,28,scattered clouds,F,3.547971389,4,4,Late Morning,127.73,44.60,0.00
3MB-SB,03/07/2019 12:00,2019,7,3,12,0,1804,0,77.25,165.5,0,2,45,0,0,0,0,74.9,170.53,0,29,scattered clouds,F,3.547002333,4,4,Early Afternoon,127.69,37.81,0.00
3MB-SB,03/07/2019 13:00,2019,7,3,13,0,1685,0,77.41,165.38,0,2,45,0,0,0,0,76.38,167.18,0,29,broken clouds,F,3.547374611,4,4,Early Afternoon,127.71,37.67,0.00
3MB-SB,03/07/2019 14:00,2019,7,3,14,0,1632,0,80.73,158.55,0,2,38,0,0,0,0,78.53,162.62,0,30,broken clouds,F,3.547056056,4,4,Early Afternoon,127.69,30.86,0.00
3MB-SB,03/07/2019 15:00,2019,7,3,15,0,1151,0.55,81.79,156.54,0,2,36,0,0,0,0,80.62,158.39,0,27,light rain,F,3.54685225,4,4,Late Afternoon,127.69,28.85,0.00
3MB-SB,03/07/2019 16:00,2019,7,3,16,0,925,0.73,81.99,156.11,0,2,36,0,0,0,0,81.49,156.69,0,27,light rain,F,3.546968889,4,4,Late Afternoon,127.69,28.42,0.00
3MB-SB,03/07/2019 17:00,2019,7,3,17,0,1091,0.8,74.88,171.14,0,2,51,0,0,0,0,81.28,157.1,0,27,light rain,F,3.546894917,4,4,Late Afternoon,127.69,43.45,0.00
3MB-SB,03/07/2019 18:00,2019,7,3,18,0,1137,0.82,80.19,161.1,0,2,41,0,0,0,0,81.71,156.27,0,29,scattered clouds,F,3.548000889,4,4,Evening,127.73,33.37,0.00
3MB-SB,03/07/2019 19:00,2019,7,3,19,0,779,14.63,75.12,171.68,0,2,51,0,0,0,0,79.99,159.68,0,29,scattered clouds,F,3.547308917,4,4,Evening,127.70,43.98,0.00
3MB-SB,03/07/2019 20:00,2019,7,3,20,0,1138,8.77,80.74,158.48,0,2,38,0,0,0,0,75.39,169.39,0,25,light rain,F,3.547319222,4,4,Evening,127.70,30.78,0.00
3MB-SB,03/07/2019 21:00,2019,7,3,21,0,858,12.67,79,161.81,0,2,41,0,0,0,0,76.46,167.02,0,27,scattered clouds,F,3.548404167,4,4,Late Evening,127.74,34.07,0.00
3MB-SB,03/07/2019 22:00,2019,7,3,22,0,726,7.41,78.38,165.67,0,2,45,0,0,0,0,78.13,163.5,0,27,scattered clouds,F,3.5475545,4,4,Late Evening,127.71,37.96,0.00
3MB-SB,03/07/2019 23:00,2019,7,3,23,0,385,0.43,81.4,157.25,0,2,37,0,0,0,0,80.01,159.62,0,26,few clouds,F,3.547820833,4,4,Late Evening,127.72,29.53,0.00
3MB-SB,04/07/2019 00:00,2019,7,4,0,0,182,0.69,86.35,148.36,0,2,28,0,0,0,0,85.25,149.82,0,26,few clouds,E,3.548931333,4,5,Late Night,127.76,20.60,0.00
3MB-SB,04/07/2019 05:00,2019,7,4,5,0,84,1.21,75.31,170.54,0,2,50,0,0,0,0,82.79,154.32,0,25,thunderstorm with light rain,F,3.595090694,4,5,Early Morning,129.42,41.12,0.00
3MB-SB,04/07/2019 06:00,2019,7,4,6,0,568,0.76,67.13,203.15,0,3,23,0,0,0,0,73.39,176.35,0,25,thunderstorm,F,3.5565295,4,5,Early Morning,128.04,75.11,0.00
3MB-SB,04/07/2019 07:00,2019,7,4,7,0,1127,0.47,29.91,566.97,0,9,26,247.74,0,4,7,60.66,211.07,0,25,thunderstorm,F,3.553009444,4,5,Early Morning,127.91,439.06,0.00
3MB-SB,04/07/2019 08:00,2019,7,4,8,0,1250,0,81.94,155.98,0,2,35,0,0,0,0,62.44,204.85,0,25,thunderstorm,F,3.549271111,4,5,Early Morning,127.77,28.21,0.00
3MB-SB,04/07/2019 09:00,2019,7,4,9,0,1159,0.15,77.28,165.65,0,2,45,0,0,0,0,72.64,175.9,0,26,thunderstorm,F,3.5477845,4,5,Late Morning,127.72,37.93,0.00
3MB-SB,04/07/2019 10:00,2019,7,4,10,0,941,0.7,73.97,172.84,0,2,52,0,0,0,0,74.94,170.43,0,26,thunderstorm,F,3.547512222,4,5,Late Morning,127.71,45.13,0.00
3MB-SB,04/07/2019 11:00,2019,7,4,11,0,922,0.64,76.47,167.48,0,2,47,0,0,0,0,73.04,174.85,0,26,thunderstorm with light rain,F,3.548484333,4,5,Late Morning,127.75,39.73,0.00
3MB-SB,04/07/2019 12:00,2019,7,4,12,0,874,0.72,72.36,177.24,0,2,57,0,0,0,0,74.67,171.08,0,27,thunderstorm with light rain,F,3.5472625,4,5,Early Afternoon,127.70,49.54,0.00
3MB-SB,04/07/2019 13:00,2019,7,4,13,0,1187,0.48,77.86,164.45,0,2,44,0,0,0,0,76.5,166.93,0,27,thunderstorm,F,3.550033972,4,5,Early Afternoon,127.80,36.65,0.00
3MB-SB,04/07/2019 14:00,2019,7,4,14,0,1608,0,68.94,185.5,0,3,5,0,0,0,0,76.67,166.69,0,27,thunderstorm with light rain,F,3.5467675,4,5,Early Afternoon,127.68,57.82,0.00
3MB-SB,04/07/2019 15:00,2019,7,4,15,0,1344,0,74.32,172.08,0,2,52,0,0,0,0,80.38,158.85,0,26,thunderstorm with light rain,F,3.5470045,4,5,Late Afternoon,127.69,44.39,0.00
3MB-SB,04/07/2019 16:00,2019,7,4,16,0,1570,0,70.54,182.15,0,3,2,0,0,0,0,78.91,161.82,0,26,light rain,F,3.548003667,4,5,Late Afternoon,127.73,54.42,0.00
3MB-SB,04/07/2019 17:00,2019,7,4,17,0,1531,0,76.55,167.04,0,2,47,0,0,0,0,79.89,159.88,0,26,light rain,F,3.547559,4,5,Late Afternoon,127.71,39.33,0.00
3MB-SB,04/07/2019 18:00,2019,7,4,18,0,1753,0,78.8,162.47,0,2,42,0,0,0,0,80.81,158.04,0,26,light rain,F,3.547465,4,5,Evening,127.71,34.76,0.00
3MB-SB,04/07/2019 19:00,2019,7,4,19,0,1386,9.46,85.39,149.81,0,2,29,0,0,0,0,78.93,161.8,0,26,light rain,E,3.54732,4,5,Evening,127.70,22.11,0.00
3MB-SB,04/07/2019 20:00,2019,7,4,20,0,953,13.13,73.95,173.61,0,2,53,0,0,0,0,75.6,168.92,0,26,light intensity drizzle,F,3.547426667,4,5,Evening,127.71,45.90,0.00
3MB-SB,04/07/2019 21:00,2019,7,4,21,0,914,16.6,67.3,192.95,0,3,12,0,0,0,0,76.38,167.2,0,25,scattered clouds,F,3.54768425,4,5,Late Evening,127.72,65.23,0.00
3MB-SB,04/07/2019 22:00,2019,7,4,22,0,777,16.34,73.2,176.62,0,2,56,0,0,0,0,78.93,161.81,0,25,few clouds,F,3.547524444,4,5,Late Evening,127.71,48.91,0.00
3MB-SB,04/07/2019 23:00,2019,7,4,23,0,515,4.71,71.39,181.56,0,3,1,0,0,0,0,81.95,155.84,0,25,few clouds,F,3.547414667,4,5,Late Evening,127.71,53.85,0.00
3MB-SB,05/07/2019 00:00,2019,7,5,0,0,224,0.91,85.42,150.56,0,2,30,0,0,0,0,84.72,150.74,0,25,few clouds,E,3.547981861,4,6,Late Night,127.73,22.83,0.00
3MB-SB,05/07/2019 01:00,2019,7,5,1,0,76,1.04,83.32,153.6,0,2,33,0,0,0,0,88.99,143.53,0,25,light intensity drizzle,E,3.549500306,4,6,Late Night,127.78,25.82,0.00
3MB-SB,05/07/2019 05:00,2019,7,5,5,0,63,0.89,99.74,129.18,0,2,9,0,0,0,0,79.61,160.51,0,25,few clouds,D,3.578841667,4,6,Early Morning,128.84,0.34,0.00
3MB-SB,05/07/2019 06:00,2019,7,5,6,0,1362,0,71.52,182.84,0,3,2,0,0,0,0,72.79,177,0,25,few clouds,F,3.549198222,4,6,Early Morning,127.77,55.07,0.00
3MB-SB,05/07/2019 07:00,2019,7,5,7,0,1639,0,69.36,186.48,0,3,6,0,0,0,0,61.24,208.64,0,25,few clouds,F,3.548757333,4,6,Early Morning,127.76,58.72,0.00
3MB-SB,05/07/2019 08:00,2019,7,5,8,0,720,0.57,80.7,158.49,0,2,38,0,0,0,0,63.98,199.68,0,25,broken clouds,F,3.547679778,4,6,Early Morning,127.72,30.77,0.00
3MB-SB,05/07/2019 09:00,2019,7,5,9,0,721,0.56,78.22,163.99,0,2,43,0,0,0,0,69.68,183.29,0,24,moderate rain,F,3.547572917,4,6,Late Morning,127.71,36.28,0.00
3MB-SB,05/07/2019 10:00,2019,7,5,10,0,1760,0,64.54,207.87,0,3,27,0,0,0,0,72.75,175.55,0,26,broken clouds,F,3.547285278,4,6,Late Morning,127.70,80.17,0.00
3MB-SB,05/07/2019 11:00,2019,7,5,11,0,1720,0,78.17,163.78,0,2,43,0,0,0,0,70.34,181.55,0,24,moderate rain,F,3.547135861,4,6,Late Morning,127.70,36.08,0.00
3MB-SB,05/07/2019 12:00,2019,7,5,12,0,1054,0.53,79.36,161.12,0,2,41,0,0,0,0,72.19,176.89,0,27,broken clouds,F,3.548087278,4,6,Early Afternoon,127.73,33.39,0.00
3MB-SB,05/07/2019 13:00,2019,7,5,13,0,974,0.67,76.9,166.12,0,2,46,0,0,0,0,75.46,169.27,0,28,broken clouds,F,3.548621194,4,6,Early Afternoon,127.75,38.37,0.00
3MB-SB,05/07/2019 14:00,2019,7,5,14,0,1087,0.8,78.8,162.22,0,2,42,0,0,0,0,78.13,163.51,0,28,broken clouds,F,3.547247556,4,6,Early Afternoon,127.70,34.52,0.00
3MB-SB,05/07/2019 15:00,2019,7,5,15,0,1587,0,77.99,163.98,0,2,43,0,0,0,0,80.66,158.32,0,27,broken clouds,F,3.54751175,4,6,Late Afternoon,127.71,36.27,0.00
3MB-SB,05/07/2019 16:00,2019,7,5,16,0,1882,0,79.9,160.28,0,2,40,0,0,0,0,80.61,158.43,0,26,thunderstorm with light rain,F,3.547304056,4,6,Late Afternoon,127.70,32.58,0.00
3MB-SB,05/07/2019 17:00,2019,7,5,17,0,2016,0,81.39,158.46,0,2,38,0,0,0,0,79.66,160.31,0,26,thunderstorm with light rain,F,3.547486667,4,6,Late Afternoon,127.71,30.75,0.00
3MB-SB,05/07/2019 18:00,2019,7,5,18,0,1837,1.38,90.59,141.25,0,2,21,0,0,0,0,78.95,161.76,0,26,light intensity drizzle,E,3.547957111,4,6,Evening,127.73,13.52,0.00
3MB-SB,05/07/2019 19:00,2019,7,5,19,0,1174,9.03,85.6,149.8,0,2,29,0,0,0,0,78.98,161.72,0,27,scattered clouds,E,3.547421111,4,6,Evening,127.71,22.09,0.00
3MB-SB,05/07/2019 20:00,2019,7,5,20,0,1096,10.03,77,166.24,0,2,46,0,0,0,0,74.77,170.8,0,26,scattered clouds,F,3.54751375,4,6,Evening,127.71,38.53,0.00
3MB-SB,05/07/2019 21:00,2019,7,5,21,0,869,12.24,82.23,155.48,0,2,35,0,0,0,0,77.33,165.15,0,26,scattered clouds,E,3.547547556,4,6,Late Evening,127.71,27.77,0.00
3MB-SB,05/07/2019 22:00,2019,7,5,22,0,641,2.96,80.74,158.45,0,2,38,0,0,0,0,80.06,159.52,0,25,scattered clouds,F,3.547156167,4,6,Late Evening,127.70,30.75,0.00
