Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,,
3MB_ SB,17-01-20 0:00,2020,1,17,0,0,321,0.57,91.11,140.22,0,2,20,0,0,0,0,85.46,149.45,0,28,clear sky
3MB_ SB,17-01-20 1:00,2020,1,17,1,0,125,0.99,95.74,133.47,0,2,13,0,0,0,0,89.06,143.39,0,27,clear sky
3MB_ SB,17-01-20 2:00,2020,1,17,2,0,55,1.98,77.97,167.82,0,2,47,0,0,0,0,86.12,148.4,0,27,clear sky
3MB_ SB,17-01-20 5:00,2020,1,17,5,0,115,1.1,77.96,166.52,0,2,46,0,0,0,0,79.62,160.51,0,27,few clouds
3MB_ SB,17-01-20 6:00,2020,1,17,6,0,823,0.74,72.08,179.53,0,2,59,0,0,0,0,73.09,176.2,0,27,few clouds
3MB_ SB,17-01-20 7:00,2020,1,17,7,0,1230,0.99,64.71,197.99,0,3,17,0,0,0,0,62.92,203.1,0,26,few clouds
3MB_ SB,17-01-20 8:00,2020,1,17,8,0,1020,6.46,61.17,219.01,0,3,39,0,0,0,0,66.11,193.17,0,25,mist
3MB_ SB,17-01-20 9:00,2020,1,17,9,0,1075,0.63,81.09,157.66,0,2,37,0,0,0,0,70.07,182.26,0,27,haze
3MB_ SB,17-01-20 10:00,2020,1,17,10,0,1597,0.29,78.2,163.47,0,2,43,0,0,0,0,73.24,174.35,0,27,haze
3MB_ SB,17-01-20 11:00,2020,1,17,11,0,2202,0,76.31,167.63,0,2,47,0,0,0,0,71.82,177.82,0,29,scattered clouds
3MB_ SB,17-01-20 12:00,2020,1,17,12,0,1896,0.2,75.77,169.32,0,2,49,0,0,0,0,72.12,177.06,0,32,scattered clouds
3MB_ SB,17-01-20 13:00,2020,1,17,13,0,1177,0.74,78.62,162.62,0,2,42,0,0,0,0,75.46,169.29,0,32,scattered clouds
3MB_ SB,17-01-20 14:00,2020,1,17,14,0,1122,0.75,82.11,155.67,0,2,35,0,0,0,0,78.08,163.62,0,33,few clouds
3MB_ SB,17-01-20 15:00,2020,1,17,15,0,1614,0.41,83.66,152.94,0,2,32,0,0,0,0,80.7,158.23,0,35,clear sky
3MB_ SB,17-01-20 16:00,2020,1,17,16,0,2058,0,83.35,154.29,0,2,34,0,0,0,0,80.57,158.49,0,35,clear sky
3MB_ SB,17-01-20 17:00,2020,1,17,17,0,1927,0.44,79.07,161.88,0,2,41,0,0,0,0,79.65,160.33,0,35,haze
3MB_ SB,17-01-20 18:00,2020,1,17,18,0,1994,0.39,79.43,161.22,0,2,41,0,0,0,0,78.71,162.27,0,33,haze
3MB_ SB,17-01-20 19:00,2020,1,17,19,0,2710,0,76.3,167.81,0,2,47,0,0,0,0,78.95,161.76,0,31,haze
3MB_ SB,17-01-20 20:00,2020,1,17,20,0,2007,0.13,76.4,167.54,0,2,47,0,0,0,0,74.56,171.29,0,29,haze
3MB_ SB,17-01-20 21:00,2020,1,17,21,0,895,0.83,79.24,161.74,0,2,41,0,0,0,0,77.53,164.73,0,29,haze
3MB_ SB,17-01-20 22:00,2020,1,17,22,0,1569,0,80.72,158.52,0,2,38,0,0,0,0,79.93,159.78,0,28,haze
3MB_ SB,17-01-20 23:00,2020,1,17,23,0,1222,0,86.37,148.14,0,2,28,0,0,0,0,82.36,155.05,0,28,haze
3MB_ SB,18-01-20 0:00,2020,1,18,0,0,491,0.48,81.22,157.47,0,2,37,0,0,0,0,84.81,150.6,0,28,clear sky
3MB_ SB,18-01-20 1:00,2020,1,18,1,0,184,0.66,80.67,158.41,0,2,38,0,0,0,0,89.49,142.72,0,28,few clouds
3MB_ SB,18-01-20 2:00,2020,1,18,2,0,88,1.65,88.49,144.5,0,2,24,0,0,0,0,90.71,140.85,0,27,clear sky
3MB_ SB,18-01-20 3:00,2020,1,18,3,0,106,1.39,83.5,155.53,0,2,35,0,0,0,0,90.3,141.45,0,27,few clouds
3MB_ SB,18-01-20 4:00,2020,1,18,4,0,72,1.25,87.16,147.16,0,2,27,0,0,0,0,89.26,143.15,0,27,few clouds
3MB_ SB,18-01-20 5:00,2020,1,18,5,0,105,0.59,88.17,145.1,0,2,25,0,0,0,0,85.61,149.16,0,27,few clouds
3MB_ SB,18-01-20 6:00,2020,1,18,6,0,314,0.76,74.16,175.05,0,2,55,0,0,0,0,77.02,166.4,0,27,few clouds
3MB_ SB,18-01-20 7:00,2020,1,18,7,0,552,0.45,65.88,197.22,0,3,17,0,0,0,0,73.94,172.8,0,26,scattered clouds
3MB_ SB,18-01-20 8:00,2020,1,18,8,0,1374,0,82.91,155.05,0,2,35,0,0,0,0,77.16,165.55,0,26,mist
3MB_ SB,18-01-20 9:00,2020,1,18,9,0,1681,0,81.22,158.4,0,2,38,0,0,0,0,74.06,172.45,0,26,haze
3MB_ SB,18-01-20 10:00,2020,1,18,10,0,1821,0,79.52,161.14,0,2,41,0,0,0,0,72.93,175.14,0,27,scattered clouds
3MB_ SB,18-01-20 11:00,2020,1,18,11,0,1928,0,78.36,163.96,0,2,43,0,0,0,0,75.82,168.42,0,27,scattered clouds
3MB_ SB,18-01-20 12:00,2020,1,18,12,0,2036,0,76.98,166.26,0,2,46,0,0,0,0,75.86,168.32,0,27,scattered clouds
3MB_ SB,18-01-20 13:00,2020,1,18,13,0,1806,0.07,78.83,162.51,0,2,42,0,0,0,0,76.79,166.29,0,27,scattered clouds
3MB_ SB,18-01-20 14:00,2020,1,18,14,0,1066,0.57,79.64,160.52,0,2,40,0,0,0,0,77.65,164.48,0,28,scattered clouds
3MB_ SB,18-01-20 15:00,2020,1,18,15,0,1126,0.65,82.81,154.38,0,2,34,0,0,0,0,80.29,159.03,0,28,clear sky
3MB_ SB,18-01-20 16:00,2020,1,18,16,0,1101,0.66,80.09,160.18,0,2,40,0,0,0,0,80.47,158.68,0,28,clear sky
3MB_ SB,18-01-20 17:00,2020,1,18,17,0,1203,0.79,78.79,162.91,0,2,42,0,0,0,0,81.43,156.82,0,28,clear sky
3MB_ SB,18-01-20 18:00,2020,1,18,18,0,1039,0.64,83.06,154.05,0,2,34,0,0,0,0,81.78,156.15,0,33,scattered clouds
3MB_ SB,18-01-20 19:00,2020,1,18,19,0,1036,0.66,78.49,163.48,0,2,43,0,0,0,0,81.19,157.35,0,31,few clouds
3MB_ SB,18-01-20 20:00,2020,1,18,20,0,1259,0.58,78.95,162.61,0,2,42,0,0,0,0,77.2,165.42,0,29,haze
3MB_ SB,18-01-20 21:00,2020,1,18,21,0,1728,0,78.79,162.92,0,2,42,0,0,0,0,79.48,160.71,0,29,clear sky
3MB_ SB,18-01-20 22:00,2020,1,18,22,0,1188,0,83.09,154.17,0,2,34,0,0,0,0,81.07,157.5,0,28,clear sky
3MB_ SB,18-01-20 23:00,2020,1,18,23,0,604,0.44,85.69,149.08,0,2,29,0,0,0,0,82.65,154.54,0,27,clear sky
3MB_ SB,19-01-20 0:00,2020,1,19,0,0,314,1.08,82.39,155.35,0,2,35,0,0,0,0,86.81,147.1,0,27,clear sky
3MB_ SB,19-01-20 1:00,2020,1,19,1,0,158,0.82,94.09,135.87,0,2,15,0,0,0,0,89.77,142.25,0,27,clear sky
3MB_ SB,19-01-20 2:00,2020,1,19,2,0,166,0.02,90.44,141.54,0,2,21,0,0,0,0,92.27,138.4,0,27,clear sky
3MB_ SB,19-01-20 3:00,2020,1,19,3,0,81,0,73.34,183.85,0,3,3,0,0,0,0,89.3,143.02,0,27,clear sky
3MB_ SB,19-01-20 6:00,2020,1,19,6,0,210,0.86,86.58,147.76,0,2,27,0,0,0,0,78.8,162.19,0,27,haze
3MB_ SB,19-01-20 7:00,2020,1,19,7,0,384,0.91,74.25,173.63,0,2,53,0,0,0,0,77.56,164.89,0,25,haze
3MB_ SB,19-01-20 8:00,2020,1,19,8,0,469,0.37,93.01,137.56,0,2,17,0,0,0,0,81.9,155.97,0,25,haze
3MB_ SB,19-01-20 9:00,2020,1,19,9,0,662,0.71,86.16,148.46,0,2,28,0,0,0,0,82.59,154.65,0,25,haze
3MB_ SB,19-01-20 10:00,2020,1,19,10,0,832,0.33,90.07,142.69,0,2,22,0,0,0,0,82.54,154.7,0,26,haze
3MB_ SB,19-01-20 11:00,2020,1,19,11,0,1229,0,83.37,153.98,0,2,33,0,0,0,0,86.53,147.58,0,27,haze
3MB_ SB,19-01-20 12:00,2020,1,19,12,0,1198,0,86.2,148.56,0,2,28,0,0,0,0,86.21,148.13,0,28,haze
3MB_ SB,19-01-20 13:00,2020,1,19,13,0,838,0.54,88.27,144.95,0,2,24,0,0,0,0,84.33,151.48,0,31,haze
3MB_ SB,19-01-20 14:00,2020,1,19,14,0,818,0.79,85.23,150.57,0,2,30,0,0,0,0,84.3,151.51,0,32,haze
3MB_ SB,19-01-20 15:00,2020,1,19,15,0,937,0.57,86.59,147.61,0,2,27,0,0,0,0,82.36,155.05,0,33,haze
3MB_ SB,19-01-20 16:00,2020,1,19,16,0,872,0.67,86.09,148.79,0,2,28,0,0,0,0,84.57,151,0,34,haze
3MB_ SB,19-01-20 17:00,2020,1,19,17,0,869,0.52,87.88,145.59,0,2,25,0,0,0,0,85.2,149.88,0,33,haze
3MB_ SB,19-01-20 18:00,2020,1,19,18,0,779,0.5,84.87,150.76,0,2,30,0,0,0,0,82.82,154.26,0,32,haze
3MB_ SB,19-01-20 19:00,2020,1,19,19,0,834,0.71,85.07,150.35,0,2,30,0,0,0,0,82.94,154.02,0,31,haze
3MB_ SB,19-01-20 20:00,2020,1,19,20,0,1277,0.22,81.69,157.08,0,2,37,0,0,0,0,77.15,165.53,0,29,haze
3MB_ SB,19-01-20 21:00,2020,1,19,21,0,1238,0,79.47,161.16,0,2,41,0,0,0,0,79.53,160.57,0,27,haze
3MB_ SB,19-01-20 22:00,2020,1,19,22,0,879,0.08,86.56,147.7,0,2,27,0,0,0,0,82.06,155.63,0,27,haze
3MB_ SB,19-01-20 23:00,2020,1,19,23,0,446,0.64,86.49,148.88,0,2,28,0,0,0,0,85.21,149.87,0,26,haze
3MB_ SB,20-01-20 0:00,2020,1,20,0,0,264,0.65,94.69,134.99,0,2,14,0,0,0,0,87.36,146.21,0,25,haze
3MB_ SB,20-01-20 1:00,2020,1,20,1,0,112,1.25,86.14,148.64,0,2,28,0,0,0,0,88.66,144.04,0,24,haze
3MB_ SB,20-01-20 2:00,2020,1,20,2,0,55,1.29,93.15,139.02,0,2,19,0,0,0,0,90.11,141.74,0,25,haze
3MB_ SB,20-01-20 5:00,2020,1,20,5,0,500,0,95.3,135.61,0,2,15,0,0,0,0,89.6,142.56,0,23,haze
3MB_ SB,20-01-20 6:00,2020,1,20,6,0,1898,0.22,64.36,204.55,0,3,24,0,0,0,0,65.75,199.67,0,24,haze
3MB_ SB,20-01-20 7:00,2020,1,20,7,0,1101,10.95,16.21,923.87,0,15,23,604.64,0,10,4,33.63,395.18,75.95,25,clear sky
3MB_ SB,20-01-20 8:00,2020,1,20,8,0,995,11.49,8.6,1507.1,0,25,7,1187.87,0,19,47,26.24,490.37,171.14,23,haze
3MB_ SB,20-01-20 9:00,2020,1,20,9,0,1130,4.38,57.19,360.86,0,6,0,41.63,0,0,41,50.39,267.93,0,23,haze
3MB_ SB,20-01-20 10:00,2020,1,20,10,0,1761,0.18,81.17,157.74,0,2,37,0,0,0,0,69.72,183.22,0,25,haze
3MB_ SB,20-01-20 11:00,2020,1,20,11,0,2109,0,77.31,165.56,0,2,45,0,0,0,0,72.93,175.1,0,27,overcast clouds
3MB_ SB,20-01-20 12:00,2020,1,20,12,0,2039,0,73.2,175.13,0,2,55,0,0,0,0,70.69,180.65,0,29,haze
3MB_ SB,20-01-20 13:00,2020,1,20,13,0,1929,0,78.34,163.46,0,2,43,0,0,0,0,74.69,171.06,0,31,haze
3MB_ SB,20-01-20 14:00,2020,1,20,14,0,1733,0.16,81.25,157.53,0,2,37,0,0,0,0,78.92,161.8,0,33,haze
3MB_ SB,20-01-20 15:00,2020,1,20,15,0,1940,0,81.51,156.92,0,2,36,0,0,0,0,80.39,158.86,0,34,haze
3MB_ SB,20-01-20 16:00,2020,1,20,16,0,1878,0,85.3,150.02,0,2,30,0,0,0,0,81.5,156.72,0,33,haze
3MB_ SB,20-01-20 17:00,2020,1,20,17,0,2130,0,82.15,156.03,0,2,36,0,0,0,0,79.33,160.98,0,33,haze
3MB_ SB,20-01-20 18:00,2020,1,20,18,0,2520,0,83.73,153.36,0,2,33,0,0,0,0,80.29,159.04,0,33,haze
3MB_ SB,20-01-20 19:00,2020,1,20,19,0,2626,0,78.97,162.61,0,2,42,0,0,0,0,79.18,161.33,0,31,haze
3MB_ SB,20-01-20 20:00,2020,1,20,20,0,2509,0,76.81,167.15,0,2,47,0,0,0,0,75.54,169.05,0,30,haze
3MB_ SB,20-01-20 21:00,2020,1,20,21,0,1537,0,79.59,161.18,0,2,41,0,0,0,0,77.3,165.26,0,28,haze
3MB_ SB,20-01-20 22:00,2020,1,20,22,0,1221,0,84.94,150.72,0,2,30,0,0,0,0,76.93,166,0,27,haze
3MB_ SB,20-01-20 23:00,2020,1,20,23,0,840,0,85.09,150.15,0,2,30,0,0,0,0,82.39,155.03,0,26,haze
3MB_ SB,21-01-20 0:00,2020,1,21,0,0,412,0,87.29,146.33,0,2,26,0,0,0,0,84.53,151.1,0,26,haze
3MB_ SB,21-01-20 1:00,2020,1,21,1,0,104,0.47,79.75,160.73,0,2,40,0,0,0,0,85.32,149.68,0,25,haze
3MB_ SB,21-01-20 5:00,2020,1,21,5,0,101,0.32,77.73,165.32,0,2,45,0,0,0,0,84.35,151.41,0,23,haze
3MB_ SB,21-01-20 6:00,2020,1,21,6,0,945,0.7,69.11,189.72,0,3,9,0,0,0,0,70.87,183.22,0,23,haze
3MB_ SB,21-01-20 7:00,2020,1,21,7,0,2363,0.06,30.01,494.97,0,8,14,175.74,0,2,55,55.14,231.89,0,23,haze
3MB_ SB,21-01-20 8:00,2020,1,21,8,0,1827,0.01,11.71,1127.71,0,18,47,808.48,0,13,28,45.45,282.72,0,24,haze
3MB_ SB,21-01-20 9:00,2020,1,21,9,0,2016,0,64.46,263.52,0,4,23,0,0,0,0,68.7,186.9,0,23,haze
3MB_ SB,21-01-20 10:00,2020,1,21,10,0,1747,0,55.94,350.85,0,5,50,31.62,0,0,31,73.21,174.45,0,27,broken clouds
3MB_ SB,21-01-20 11:00,2020,1,21,11,0,2641,0,29.37,527.63,0,8,47,208.4,0,3,28,71.45,178.73,0,28,haze
3MB_ SB,21-01-20 12:00,2020,1,21,12,0,2125,0,76.15,168.12,0,2,48,0,0,0,0,71.73,178.03,0,30,haze
3MB_ SB,21-01-20 13:00,2020,1,21,13,0,1537,0.32,77.86,164.23,0,2,44,0,0,0,0,74.55,171.3,0,33,haze
3MB_ SB,21-01-20 14:00,2020,1,21,14,0,1061,0.58,81.47,156.9,0,2,36,0,0,0,0,76.69,166.51,0,33,haze
3MB_ SB,21-01-20 15:00,2020,1,21,15,0,966,0.67,82.37,155.25,0,2,35,0,0,0,0,79.65,160.33,0,35,haze
3MB_ SB,21-01-20 16:00,2020,1,21,16,0,1032,0.55,80,160.4,0,2,40,0,0,0,0,80.87,157.9,0,35,haze
3MB_ SB,21-01-20 17:00,2020,1,21,17,0,1166,0.71,82.31,155.65,0,2,35,0,0,0,0,80.18,159.28,0,36,haze
3MB_ SB,21-01-20 18:00,2020,1,21,18,0,1240,0.77,83.8,152.69,0,2,32,0,0,0,0,80.84,157.98,0,35,haze
3MB_ SB,21-01-20 19:00,2020,1,21,19,0,1430,2.62,83.86,152.72,0,2,32,0,0,0,0,78.31,163.11,0,32,haze
3MB_ SB,21-01-20 20:00,2020,1,21,20,0,1239,5.59,71.35,180.8,0,3,0,0,0,0,0,74.45,171.54,0,31,haze
3MB_ SB,21-01-20 21:00,2020,1,21,21,0,944,0.63,76.34,167.86,0,2,47,0,0,0,0,75.93,168.17,0,29,haze
3MB_ SB,21-01-20 22:00,2020,1,21,22,0,659,0.79,83.06,153.96,0,2,33,0,0,0,0,76.8,166.29,0,29,haze
3MB_ SB,21-01-20 23:00,2020,1,21,23,0,428,0.54,90.26,141.56,0,2,21,0,0,0,0,80.56,158.54,0,28,haze
3MB_ SB,22-01-20 0:00,2020,1,22,0,0,249,0.53,87.8,145.52,0,2,25,0,0,0,0,82.45,154.88,0,28,haze
3MB_ SB,22-01-20 1:00,2020,1,22,1,0,80,2.29,88.65,144.31,0,2,24,0,0,0,0,86.7,147.3,0,27,haze
3MB_ SB,22-01-20 3:00,2020,1,22,3,0,33,2.87,79.72,160.34,0,2,40,0,0,0,0,77.64,164.5,0,27,haze
3MB_ SB,22-01-20 5:00,2020,1,22,5,0,100,1.07,71.18,183.56,0,3,3,0,0,0,0,81.7,156.3,0,26,haze
3MB_ SB,22-01-20 6:00,2020,1,22,6,0,1579,0.02,73.2,178.09,0,2,58,0,0,0,0,71.83,180.21,0,25,haze
3MB_ SB,22-01-20 7:00,2020,1,22,7,0,2471,0,55.84,237.05,0,3,57,0,0,0,0,56.67,225.37,0,25,haze
3MB_ SB,22-01-20 8:00,2020,1,22,8,0,1735,0.02,33.08,437.06,0,7,17,117.83,0,1,57,53.42,239.31,0,25,haze
3MB_ SB,22-01-20 9:00,2020,1,22,9,0,1741,0,74.71,173.12,0,2,53,0,0,0,0,64.45,198.35,0,24,haze
3MB_ SB,22-01-20 10:00,2020,1,22,10,0,2256,0,74.91,173.94,0,2,53,0,0,0,0,72.35,176.75,0,26,haze
3MB_ SB,22-01-20 11:00,2020,1,22,11,0,2177,0,76.93,166.29,0,2,46,0,0,0,0,70.29,181.73,0,29,haze
3MB_ SB,22-01-20 12:00,2020,1,22,12,0,2251,0,76.84,166.63,0,2,46,0,0,0,0,75.11,170.06,0,31,haze
3MB_ SB,22-01-20 13:00,2020,1,22,13,0,1875,0.13,79.45,160.95,0,2,40,0,0,0,0,76.3,167.35,0,28,scattered clouds
3MB_ SB,22-01-20 14:00,2020,1,22,14,0,2165,0,76.6,167.79,0,2,47,0,0,0,0,78.53,162.64,0,34,haze
3MB_ SB,22-01-20 15:00,2020,1,22,15,0,1646,0.39,81.62,156.85,0,2,36,0,0,0,0,80.74,158.15,0,35,haze
3MB_ SB,22-01-20 16:00,2020,1,22,16,0,2211,0,82.85,154.42,0,2,34,0,0,0,0,81.48,156.73,0,36,haze
3MB_ SB,22-01-20 17:00,2020,1,22,17,0,2490,0,81.28,158.46,0,2,38,0,0,0,0,81.25,157.16,0,36,haze
3MB_ SB,22-01-20 18:00,2020,1,22,18,0,1562,6.89,80.68,158.61,0,2,38,0,0,0,0,81.85,156.01,0,33,haze
3MB_ SB,22-01-20 19:00,2020,1,22,19,0,2387,1.61,80.84,158.75,0,2,38,0,0,0,0,79.87,159.92,0,33,haze
3MB_ SB,22-01-20 20:00,2020,1,22,20,0,2341,0.02,72.94,175.62,0,2,55,0,0,0,0,75.42,169.32,0,30,haze
3MB_ SB,22-01-20 21:00,2020,1,22,21,0,2153,0.03,73.25,175.98,0,2,55,0,0,0,0,76.05,167.91,0,29,haze
3MB_ SB,22-01-20 22:00,2020,1,22,22,0,1005,2.62,78.26,163.63,0,2,43,0,0,0,0,78.14,163.48,0,29,haze
3MB_ SB,22-01-20 23:00,2020,1,22,23,0,562,0.65,83.5,154.12,0,2,34,0,0,0,0,80.06,159.5,0,27,haze
3MB_ SB,23-01-20 0:00,2020,1,23,0,0,278,0.78,79.87,160.11,0,2,40,0,0,0,0,85.4,149.56,0,27,haze
3MB_ SB,23-01-20 1:00,2020,1,23,1,0,98,0.89,75.75,168.85,0,2,48,0,0,0,0,85.14,150.01,0,27,haze
3MB_ SB,23-01-20 2:00,2020,1,23,2,0,43,1.27,73.82,179.02,0,2,59,0,0,0,0,84.41,151.32,0,27,haze
3MB_ SB,23-01-20 5:00,2020,1,23,5,0,100,0.56,83.02,154.08,0,2,34,0,0,0,0,83.33,153.31,0,26,haze
3MB_ SB,23-01-20 6:00,2020,1,23,6,0,874,0.63,72.39,179.24,0,2,59,0,0,0,0,73.31,176.48,0,26,haze
3MB_ SB,23-01-20 7:00,2020,1,23,7,0,1980,0.31,67.69,189.21,0,3,9,0,0,0,0,60.46,211.87,0,26,haze
3MB_ SB,23-01-20 8:00,2020,1,23,8,0,1732,0,80.11,160.29,0,2,40,0,0,0,0,62.47,204.76,0,26,haze
3MB_ SB,23-01-20 9:00,2020,1,23,9,0,1380,0.56,79.4,161.01,0,2,41,0,0,0,0,72.95,175.17,0,27,haze
3MB_ SB,23-01-20 10:00,2020,1,23,10,0,1148,0.67,77.72,164.68,0,2,44,0,0,0,0,76.08,167.87,0,27,haze
3MB_ SB,23-01-20 11:00,2020,1,23,11,0,1187,0.8,74.93,171.07,0,2,51,0,0,0,0,73.42,173.94,0,28,haze
3MB_ SB,23-01-20 12:00,2020,1,23,12,0,1194,0.79,75.31,169.92,0,2,49,0,0,0,0,74.51,171.42,0,28,broken clouds
3MB_ SB,23-01-20 13:00,2020,1,23,13,0,1222,0.89,76.01,168.6,0,2,48,0,0,0,0,76.76,166.37,0,28,overcast clouds
3MB_ SB,23-01-20 14:00,2020,1,23,14,0,1252,0.66,79.23,161.4,0,2,41,0,0,0,0,76.52,167.02,0,28,broken clouds
3MB_ SB,23-01-20 15:00,2020,1,23,15,0,1827,0.09,82.31,155.4,0,2,35,0,0,0,0,80.15,159.32,0,27,overcast clouds
3MB_ SB,23-01-20 16:00,2020,1,23,16,0,1958,0,82.24,155.66,0,2,35,0,0,0,0,78.85,161.95,0,27,overcast clouds
3MB_ SB,23-01-20 17:00,2020,1,23,17,0,2280,0,82.91,154.66,0,2,34,0,0,0,0,79.37,160.94,0,35,haze
3MB_ SB,23-01-20 18:00,2020,1,23,18,0,2142,0.2,79.12,162.05,0,2,42,0,0,0,0,80.6,158.46,0,33,haze
3MB_ SB,23-01-20 19:00,2020,1,23,19,0,1399,4.78,80.6,158.78,0,2,38,0,0,0,0,79.16,161.34,0,32,haze
3MB_ SB,23-01-20 20:00,2020,1,23,20,0,1400,9.65,81.7,156.63,0,2,36,0,0,0,0,75.54,169.05,0,30,haze
3MB_ SB,23-01-20 21:00,2020,1,23,21,0,915,4.08,77.49,165.24,0,2,45,0,0,0,0,75.99,168.05,0,29,haze
3MB_ SB,23-01-20 22:00,2020,1,23,22,0,759,0.64,85.34,149.87,0,2,29,0,0,0,0,78.74,162.2,0,28,haze
3MB_ SB,23-01-20 23:00,2020,1,23,23,0,483,0.69,83.21,153.73,0,2,33,0,0,0,0,82.24,155.29,0,28,haze
3MB_ SB,24-01-20 0:00,2020,1,24,0,0,351,0.55,85.47,150.47,0,2,30,0,0,0,0,85.46,149.45,0,28,broken clouds
3MB_ SB,24-01-20 1:00,2020,1,24,1,0,222,0,85.78,150.33,0,2,30,0,0,0,0,89.06,143.39,0,27,haze
3MB_ SB,24-01-20 2:00,2020,1,24,2,0,62,0.68,56.81,237.81,0,3,57,0,0,0,0,86.12,148.4,0,27,haze
3MB_ SB,24-01-20 5:00,2020,1,24,5,0,105,1.38,80.9,159.27,0,2,39,0,0,0,0,79.62,160.51,0,26,haze
3MB_ SB,24-01-20 6:00,2020,1,24,6,0,720,0.74,72,178.93,0,2,58,0,0,0,0,73.35,175.61,0,25,haze
3MB_ SB,24-01-20 7:00,2020,1,24,7,0,1852,0.2,69.99,183.48,0,3,3,0,0,0,0,62.92,203.1,0,25,fog
3MB_ SB,24-01-20 8:00,2020,1,24,8,0,1772,0,75.42,173.55,0,2,53,0,0,0,0,66.16,193.04,0,26,mist
3MB_ SB,24-01-20 9:00,2020,1,24,9,0,1916,0,78.71,162.6,0,2,42,0,0,0,0,70.07,182.26,0,25,mist
3MB_ SB,24-01-20 10:00,2020,1,24,10,0,1177,0.59,76.44,167.58,0,2,47,0,0,0,0,73.24,174.35,0,25,haze
3MB_ SB,24-01-20 11:00,2020,1,24,11,0,1163,0.68,77.18,165.75,0,2,45,0,0,0,0,71.82,177.82,0,27,haze
3MB_ SB,24-01-20 12:00,2020,1,24,12,0,1261,0.65,79.95,159.89,0,2,39,0,0,0,0,72.12,177.06,0,29,haze
3MB_ SB,24-01-20 13:00,2020,1,24,13,0,1083,0.74,77.78,164.76,0,2,44,0,0,0,0,75.46,169.29,0,32,haze
3MB_ SB,24-01-20 14:00,2020,1,24,14,0,1153,0.73,78.65,163.22,0,2,43,0,0,0,0,78.08,163.62,0,33,haze
3MB_ SB,24-01-20 15:00,2020,1,24,15,0,1131,0.7,80.34,159.32,0,2,39,0,0,0,0,80.7,158.23,0,34,haze
3MB_ SB,24-01-20 16:00,2020,1,24,16,0,1228,0.78,82.46,155.32,0,2,35,0,0,0,0,80.57,158.49,0,34,haze
3MB_ SB,24-01-20 17:00,2020,1,24,17,0,1274,0.74,82.88,154.31,0,2,34,0,0,0,0,79.65,160.33,0,36,haze
3MB_ SB,24-01-20 18:00,2020,1,24,18,0,1096,1.97,79.23,161.99,0,2,41,0,0,0,0,78.71,162.27,0,34,haze
3MB_ SB,24-01-20 19:00,2020,1,24,19,0,1234,1.1,82.57,154.86,0,2,34,0,0,0,0,78.95,161.76,0,28,broken clouds
3MB_ SB,24-01-20 20:00,2020,1,24,20,0,1347,4.68,78.44,163.22,0,2,43,0,0,0,0,74.66,171.06,0,28,broken clouds
3MB_ SB,24-01-20 21:00,2020,1,24,21,0,2184,1.82,84.92,150.47,0,2,30,0,0,0,0,77.47,164.85,0,28,clear sky
3MB_ SB,24-01-20 22:00,2020,1,24,22,0,1476,0,83.74,152.67,0,2,32,0,0,0,0,79.93,159.78,0,28,clear sky
3MB_ SB,24-01-20 23:00,2020,1,24,23,0,1298,0,77.33,165.82,0,2,45,0,0,0,0,82.36,155.05,0,28,clear sky
3MB_ SB,25-01-20 0:00,2020,1,25,0,0,714,0.14,92.63,138,0,2,18,0,0,0,0,84.81,150.6,0,26,haze
3MB_ SB,25-01-20 1:00,2020,1,25,1,0,202,0.47,91.54,139.64,0,2,19,0,0,0,0,89.49,142.72,0,25,haze
3MB_ SB,25-01-20 3:00,2020,1,25,3,0,111,0.21,91.12,140.78,0,2,20,0,0,0,0,90.3,141.45,0,24,haze
3MB_ SB,25-01-20 5:00,2020,1,25,5,0,186,0.26,83.12,153.91,0,2,33,0,0,0,0,85.61,149.16,0,22,haze
3MB_ SB,25-01-20 6:00,2020,1,25,6,0,466,0.17,74.15,175.22,0,2,55,0,0,0,0,77.02,166.4,0,21,haze
3MB_ SB,25-01-20 7:00,2020,1,25,7,0,1021,0,73.58,174.76,0,2,54,0,0,0,0,73.94,172.8,0,20,haze
3MB_ SB,25-01-20 8:00,2020,1,25,8,0,1392,0,80.67,158.95,0,2,38,0,0,0,0,77.16,165.55,0,19,haze
3MB_ SB,25-01-20 9:00,2020,1,25,9,0,1532,0,78.91,162.97,0,2,42,0,0,0,0,74.06,172.45,0,25,scattered clouds
3MB_ SB,25-01-20 10:00,2020,1,25,10,0,1762,0,76.82,167.45,0,2,47,0,0,0,0,72.93,175.14,0,22,haze
3MB_ SB,25-01-20 11:00,2020,1,25,11,0,1967,0,79.5,161.46,0,2,41,0,0,0,0,75.82,168.42,0,26,haze
3MB_ SB,25-01-20 12:00,2020,1,25,12,0,1790,0,80.06,159.8,0,2,39,0,0,0,0,75.86,168.32,0,29,haze
3MB_ SB,25-01-20 13:00,2020,1,25,13,0,1952,0.02,79.26,162.09,0,2,42,0,0,0,0,76.79,166.29,0,26,broken clouds
3MB_ SB,25-01-20 14:00,2020,1,25,14,0,989,0.57,78.94,162.31,0,2,42,0,0,0,0,77.65,164.48,0,26,broken clouds
