Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection,Number of Lanes,Day of Week,Time of Day
IKRD_Northbound,29/06/2019 18:00,2019,6,29,18,0,441,0.02,37.18,224.04,0,3,44,21.09,0,0,21,27.64,294.11,91.16,29,few clouds,F,2.258111222,4,7,Evening
IKRD_Northbound,29/06/2019 19:00,2019,6,29,19,0,395,0.54,41.55,199.24,0,3,19,0,0,0,0,30.94,262.66,59.71,29,few clouds,F,2.257416778,4,7,Evening
IKRD_Northbound,29/06/2019 20:00,2019,6,29,20,0,499,0.03,35.25,235.51,0,3,55,32.56,0,0,32,29.52,275.2,72.25,27,few clouds,F,2.25664,4,7,Evening
IKRD_Northbound,29/06/2019 21:00,2019,6,29,21,0,288,0.87,37.97,215.35,0,3,35,12.4,0,0,12,34.85,233.62,30.67,26,few clouds,F,2.261571389,4,7,Late Evening
IKRD_Northbound,29/06/2019 22:00,2019,6,29,22,0,190,2.18,31.62,277.54,0,4,37,74.59,0,1,14,37.82,214.75,11.8,26,few clouds,F,2.256068056,4,7,Late Evening
IKRD_Northbound,29/06/2019 23:00,2019,6,29,23,0,159,3.96,18.25,444.93,0,7,24,241.98,0,4,1,38.38,211.57,8.62,25,few clouds,F,2.255571278,4,7,Late Evening
IKRD_Northbound,30/06/2019 00:00,2019,6,30,0,0,100,4.27,16.4,495.81,0,8,15,292.86,0,4,52,39.4,206.06,3.11,25,few clouds,F,2.255212222,4,1,Late Night
IKRD_Northbound,30/06/2019 01:00,2019,6,30,1,0,60,2.87,17.72,467.31,0,7,47,264.36,0,4,24,42.61,191.12,0,25,few clouds,F,2.262117556,4,1,Late Night
IKRD_Northbound,30/06/2019 02:00,2019,6,30,2,0,38,2.09,40.22,206.23,0,3,26,3.28,0,0,3,43.41,187.03,0,25,few clouds,F,2.255270083,4,1,Late Night
IKRD_Northbound,30/06/2019 03:00,2019,6,30,3,0,33,5.24,46.36,176.29,0,2,56,0,0,0,0,45.22,179.63,0,25,few clouds,F,2.256352389,4,1,Late Night
IKRD_Northbound,30/06/2019 05:00,2019,6,30,5,0,52,3.31,53.67,152.63,0,2,32,0,0,0,0,53.43,152.07,0,25,few clouds,F,2.25697225,4,1,Early Morning
IKRD_Northbound,30/06/2019 06:00,2019,6,30,6,0,86,4.05,56.73,145.6,0,2,25,0,0,0,0,52.49,154.8,0,25,few clouds,F,2.25707,4,1,Early Morning
IKRD_Northbound,30/06/2019 07:00,2019,6,30,7,0,145,1.64,49.65,164.18,0,2,44,0,0,0,0,48.63,167,0,25,few clouds,F,2.255891667,4,1,Early Morning
IKRD_Northbound,30/06/2019 08:00,2019,6,30,8,0,241,1.26,47.07,173.28,0,2,53,0,0,0,0,50.7,160.14,0,25,light intensity drizzle,F,2.255305,4,1,Early Morning
IKRD_Northbound,30/06/2019 09:00,2019,6,30,9,0,354,1.21,45.74,180.14,0,3,0,0,0,0,0,49.54,163.88,0,25,broken clouds,F,2.255170889,4,1,Late Morning
IKRD_Northbound,30/06/2019 10:00,2019,6,30,10,0,315,0.78,47.7,170.78,0,2,50,0,0,0,0,48.98,165.77,0,26,haze,F,2.255392944,4,1,Late Morning
IKRD_Northbound,30/06/2019 11:00,2019,6,30,11,0,176,2.17,49.48,165.63,0,2,45,0,0,0,0,49.12,165.26,0,27,broken clouds,F,2.254880889,4,1,Late Morning
IKRD_Northbound,30/06/2019 12:00,2019,6,30,12,0,199,1.53,45.97,177,0,2,57,0,0,0,0,50.45,160.95,0,28,broken clouds,F,2.255535417,4,1,Early Afternoon
IKRD_Northbound,30/06/2019 13:00,2019,6,30,13,0,184,2.66,48.51,167.74,0,2,47,0,0,0,0,49.14,165.25,0,28,broken clouds,F,2.2556625,4,1,Early Afternoon
IKRD_Northbound,30/06/2019 14:00,2019,6,30,14,0,201,1.41,33.16,268.16,0,4,28,65.21,0,1,5,44.32,183.93,0,29,broken clouds,F,2.264382667,4,1,Early Afternoon
IKRD_Northbound,30/06/2019 15:00,2019,6,30,15,0,231,1.74,22.13,369.87,0,6,9,166.92,0,2,46,38,213.76,10.81,30,broken clouds,F,2.256355556,4,1,Late Afternoon
IKRD_Northbound,30/06/2019 16:00,2019,6,30,16,0,212,1.17,21.43,380.24,0,6,20,177.29,0,2,57,35.4,229.54,26.59,30,broken clouds,F,2.257143333,4,1,Late Afternoon
IKRD_Northbound,30/06/2019 17:00,2019,6,30,17,0,198,1.29,24.21,335.74,0,5,35,132.79,0,2,12,40.71,199.67,0,30,broken clouds,F,2.257934917,4,1,Late Afternoon
IKRD_Northbound,30/06/2019 18:00,2019,6,30,18,0,243,2.19,24.07,338.19,0,5,38,135.24,0,2,15,45.59,178.16,0,29,broken clouds,F,2.256198444,4,1,Evening
IKRD_Northbound,30/06/2019 19:00,2019,6,30,19,0,253,2.1,26.39,310.43,0,5,10,107.48,0,1,47,44.24,183.68,0,28,broken clouds,F,2.257223111,4,1,Evening
IKRD_Northbound,30/06/2019 20:00,2019,6,30,20,0,335,1.04,21.56,381.21,0,6,21,178.26,0,2,58,38.98,208.51,5.56,27,broken clouds,F,2.257699944,4,1,Evening
IKRD_Northbound,30/06/2019 21:00,2019,6,30,21,0,281,1.3,20.21,403.4,0,6,43,200.45,0,3,20,39.99,203.1,0.15,27,few clouds,F,2.2561025,4,1,Late Evening
IKRD_Northbound,30/06/2019 22:00,2019,6,30,22,0,164,2.15,22.47,362.86,0,6,2,159.91,0,2,39,42.66,190.42,0,26,few clouds,F,2.256477,4,1,Late Evening
IKRD_Northbound,30/06/2019 23:00,2019,6,30,23,0,131,1.24,35.28,254.14,0,4,14,51.19,0,0,51,45.03,180.28,0,26,thunderstorm,F,2.255002333,4,1,Late Evening
IKRD_Northbound,01/07/2019 00:00,2019,7,1,0,0,91,6.81,44.08,184.76,0,3,4,0,0,0,0,45.84,177.15,0,26,few clouds,F,2.25571,4,2,Late Night
IKRD_Northbound,01/07/2019 01:00,2019,7,1,1,0,63,10.89,52.11,155.93,0,2,35,0,0,0,0,47.53,170.83,0,25,few clouds,F,2.255430528,4,2,Late Night
IKRD_Northbound,01/07/2019 06:00,2019,7,1,6,0,237,3.66,47.86,170.7,0,2,50,0,0,0,0,57.73,140.82,0,25,scattered clouds,F,2.258205167,4,2,Early Morning
IKRD_Northbound,01/07/2019 07:00,2019,7,1,7,0,278,2.47,49.01,166.11,0,2,46,0,0,0,0,50.78,160,0,25,scattered clouds,F,2.256888889,4,2,Early Morning
IKRD_Northbound,01/07/2019 08:00,2019,7,1,8,0,355,2.96,47.62,171.72,0,2,51,0,0,0,0,47.67,170.89,0,25,scattered clouds,F,2.262868417,4,2,Early Morning
IKRD_Northbound,01/07/2019 09:00,2019,7,1,9,0,495,0.14,46.64,174.93,0,2,54,0,0,0,0,43.55,186.46,0,26,light intensity drizzle,F,2.255648056,4,2,Late Morning
IKRD_Northbound,01/07/2019 10:00,2019,7,1,10,0,341,0.6,47.48,171.26,0,2,51,0,0,0,0,44.79,181.41,0,25,light rain,F,2.25704275,4,2,Late Morning
IKRD_Northbound,01/07/2019 11:00,2019,7,1,11,0,138,2.17,43.16,188.91,0,3,8,0,0,0,0,46.54,174.48,0,25,moderate rain,F,2.255638667,4,2,Late Morning
IKRD_Northbound,01/07/2019 12:00,2019,7,1,12,0,111,0.91,41.52,196.09,0,3,16,0,0,0,0,41.7,194.92,0,30,light rain,F,2.257823333,4,2,Early Afternoon
IKRD_Northbound,01/07/2019 13:00,2019,7,1,13,0,149,0.53,42.65,191.5,0,3,11,0,0,0,0,39.14,207.87,4.92,30,light rain,F,2.260008833,4,2,Early Afternoon
IKRD_Northbound,01/07/2019 14:00,2019,7,1,14,0,167,2.56,41.8,222.63,0,3,42,19.68,0,0,19,34.08,238.29,35.34,30,light rain,F,2.255812,4,2,Early Afternoon
IKRD_Northbound,01/07/2019 15:00,2019,7,1,15,0,170,1.69,34.2,265.92,0,4,25,62.97,0,1,2,30.2,269.19,66.24,28,clear sky,F,2.258205,4,2,Late Afternoon
IKRD_Northbound,01/07/2019 16:00,2019,7,1,16,0,202,1.79,39,209.84,0,3,29,6.89,0,0,6,28.69,283.04,80.09,25,thunderstorm with light rain,F,2.255671556,4,2,Late Afternoon
IKRD_Northbound,01/07/2019 17:00,2019,7,1,17,0,198,3,45.44,179.01,0,2,59,0,0,0,0,26.05,311.89,108.94,28,clear sky,F,2.256870694,4,2,Late Afternoon
IKRD_Northbound,01/07/2019 18:00,2019,7,1,18,0,278,2.06,44.75,184.41,0,3,4,0,0,0,0,23.53,346.58,143.63,25,clear sky,F,2.265285389,4,2,Evening
IKRD_Northbound,01/07/2019 19:00,2019,7,1,19,0,256,1.52,38.31,231.9,0,3,51,28.95,0,0,28,22.04,368.56,165.61,25,clear sky,F,2.256406222,4,2,Evening
IKRD_Northbound,01/07/2019 20:00,2019,7,1,20,0,213,1.83,34.21,247.26,0,4,7,44.31,0,0,44,22.79,356.26,153.31,25,scattered clouds,F,2.255323722,4,2,Evening
IKRD_Northbound,01/07/2019 21:00,2019,7,1,21,0,196,4.96,32.96,255.02,0,4,15,52.07,0,0,52,25.88,314.85,111.9,25,few clouds,F,2.263421667,4,2,Late Evening
IKRD_Northbound,01/07/2019 22:00,2019,7,1,22,0,310,3.76,39.49,216.41,0,3,36,13.46,0,0,13,31.36,259.95,57,25,few clouds,F,2.264453333,4,2,Late Evening
IKRD_Northbound,01/07/2019 23:00,2019,7,1,23,0,259,0.16,45.75,179.58,0,2,59,0,0,0,0,34.76,233.56,30.61,25,few clouds,F,2.255151556,4,2,Late Evening
IKRD_Northbound,02/07/2019 00:00,2019,7,2,0,0,73,7.7,42.53,191.28,0,3,11,0,0,0,0,33.21,244.82,41.87,25,few clouds,F,2.2584645,4,3,Late Night
IKRD_Northbound,02/07/2019 01:00,2019,7,2,1,0,22,7.17,44.99,188.51,0,3,8,0,0,0,0,31.14,261.01,58.06,25,few clouds,F,2.2577365,4,3,Late Night
IKRD_Northbound,02/07/2019 03:00,2019,7,2,3,0,24,11.18,32.31,252.54,0,4,12,49.59,0,0,49,37.4,218.21,15.26,24,broken clouds,F,2.266959444,4,3,Late Night
IKRD_Northbound,02/07/2019 04:00,2019,7,2,4,0,16,1.89,35.66,233.64,0,3,53,30.69,0,0,30,40.04,202.77,0,24,broken clouds,F,2.255253,4,3,Early Morning
IKRD_Northbound,02/07/2019 05:00,2019,7,2,5,0,25,0.53,44.94,180.86,0,3,0,0,0,0,0,39.47,205.71,2.76,24,broken clouds,F,2.255381583,4,3,Early Morning
IKRD_Northbound,02/07/2019 06:00,2019,7,2,6,0,177,2.56,48.93,166.41,0,2,46,0,0,0,0,43.27,187.8,0,24,scattered clouds,F,2.257251667,4,3,Early Morning
IKRD_Northbound,02/07/2019 07:00,2019,7,2,7,0,272,1.87,49.22,165.43,0,2,45,0,0,0,0,48.03,169.06,0,24,few clouds,F,2.255542167,4,3,Early Morning
IKRD_Northbound,02/07/2019 08:00,2019,7,2,8,0,248,2.82,45.37,179.64,0,2,59,0,0,0,0,43.32,189.02,0,24,mist,F,2.274540667,4,3,Early Morning
IKRD_Northbound,02/07/2019 09:00,2019,7,2,9,0,212,1.67,46.53,177.15,0,2,57,0,0,0,0,36.36,223.35,20.4,25,mist,F,2.255835,4,3,Late Morning
IKRD_Northbound,02/07/2019 10:00,2019,7,2,10,0,217,1.55,23.56,417.42,0,6,57,214.47,0,3,34,35.8,226.92,23.97,26,few clouds,F,2.256593333,4,3,Late Morning
IKRD_Northbound,02/07/2019 11:00,2019,7,2,11,0,194,3.19,10.77,758.64,0,12,38,555.69,0,9,15,36.07,225.31,22.36,27,broken clouds,F,2.257481028,4,3,Late Morning
IKRD_Northbound,02/07/2019 12:00,2019,7,2,12,0,407,0.79,21.06,450.52,0,7,30,247.57,0,4,7,32.62,249.68,46.73,29,broken clouds,F,2.262378222,4,3,Early Afternoon
IKRD_Northbound,02/07/2019 13:00,2019,7,2,13,0,493,0.34,40.49,204.84,0,3,24,1.89,0,0,1,31.29,259.59,56.64,29,broken clouds,F,2.25626975,4,3,Early Afternoon
IKRD_Northbound,02/07/2019 14:00,2019,7,2,14,0,284,0.99,34.05,252.39,0,4,12,49.44,0,0,49,31.69,256.6,53.65,29,broken clouds,F,2.258792778,4,3,Early Afternoon
IKRD_Northbound,02/07/2019 15:00,2019,7,2,15,0,227,2.04,33.58,242.33,0,4,2,39.38,0,0,39,30.62,265.81,62.86,31,broken clouds,F,2.260861722,4,3,Late Afternoon
IKRD_Northbound,02/07/2019 16:00,2019,7,2,16,0,218,1.66,31.56,262.11,0,4,22,59.16,0,0,59,26.32,310.51,107.56,30,broken clouds,F,2.270173111,4,3,Late Afternoon
IKRD_Northbound,02/07/2019 17:00,2019,7,2,17,0,407,1.26,26.43,308.73,0,5,8,105.78,0,1,45,23.4,346.93,143.98,30,broken clouds,F,2.255045,4,3,Late Afternoon
IKRD_Northbound,02/07/2019 18:00,2019,7,2,18,0,462,0,30.56,268.18,0,4,28,65.23,0,1,5,21.52,379.03,176.08,26,broken clouds,F,2.265757111,4,3,Evening
IKRD_Northbound,02/07/2019 19:00,2019,7,2,19,0,386,1.07,36.18,227.84,0,3,47,24.89,0,0,24,21.29,381.63,178.68,26,broken clouds,F,2.256917417,4,3,Evening
IKRD_Northbound,02/07/2019 20:00,2019,7,2,20,0,416,0.19,34.19,239.58,0,3,59,36.63,0,0,36,22.18,367.4,164.45,27,scattered clouds,F,2.263592222,4,3,Evening
IKRD_Northbound,02/07/2019 21:00,2019,7,2,21,0,456,0.03,29.32,284.68,0,4,44,81.73,0,1,21,26.51,306.53,103.58,27,scattered clouds,F,2.257252861,4,3,Late Evening
IKRD_Northbound,02/07/2019 22:00,2019,7,2,22,0,459,0.17,35.5,237.96,0,3,57,35.01,0,0,35,32.45,251.05,48.1,26,few clouds,F,2.262936806,4,3,Late Evening
IKRD_Northbound,02/07/2019 23:00,2019,7,2,23,0,345,2.72,32.02,254.68,0,4,14,51.73,0,0,51,35.13,231.12,28.17,26,scattered clouds,F,2.255346,4,3,Late Evening
IKRD_Northbound,03/07/2019 00:00,2019,7,3,0,0,131,4.6,38.02,215.59,0,3,35,12.64,0,0,12,35.61,228.03,25.08,26,scattered clouds,F,2.25559675,4,4,Late Night
IKRD_Northbound,03/07/2019 01:00,2019,7,3,1,0,40,1.64,36.19,225.91,0,3,45,22.96,0,0,22,34.82,233.24,30.29,26,few clouds,F,2.255949111,4,4,Late Night
IKRD_Northbound,03/07/2019 02:00,2019,7,3,2,0,18,3.48,36.26,231.84,0,3,51,28.89,0,0,28,34.04,238.55,35.6,26,scattered clouds,F,2.255622778,4,4,Late Night
IKRD_Northbound,03/07/2019 03:00,2019,7,3,3,0,12,3.48,42.29,193.64,0,3,13,0,0,0,0,34.42,235.92,32.97,26,scattered clouds,F,2.255657333,4,4,Late Night
IKRD_Northbound,03/07/2019 05:00,2019,7,3,5,0,55,4.47,34.84,234.1,0,3,54,31.15,0,0,31,39.55,205.27,2.32,25,light intensity drizzle,F,2.255119028,4,4,Early Morning
IKRD_Northbound,03/07/2019 06:00,2019,7,3,6,0,200,4.39,49.11,168.45,0,2,48,0,0,0,0,43.07,188.65,0,25,light intensity drizzle,F,2.256987639,4,4,Early Morning
IKRD_Northbound,03/07/2019 07:00,2019,7,3,7,0,269,1.55,51.84,156.81,0,2,36,0,0,0,0,46.38,175.05,0,25,few clouds,F,2.2552275,4,4,Early Morning
IKRD_Northbound,03/07/2019 08:00,2019,7,3,8,0,263,2.48,44.51,185.42,0,3,5,0,0,0,0,38.4,214.46,11.51,25,few clouds,F,2.287573333,4,4,Early Morning
IKRD_Northbound,03/07/2019 09:00,2019,7,3,9,0,306,3.1,48.85,167.14,0,2,47,0,0,0,0,31.63,256.9,53.95,26,few clouds,F,2.257151944,4,4,Late Morning
IKRD_Northbound,03/07/2019 10:00,2019,7,3,10,0,300,1.16,35.24,235.23,0,3,55,32.28,0,0,32,33.56,241.98,39.03,27,few clouds,F,2.255791333,4,4,Late Morning
IKRD_Northbound,03/07/2019 11:00,2019,7,3,11,0,418,2,27.56,315.29,0,5,15,112.34,0,1,52,34.87,232.88,29.93,28,scattered clouds,F,2.255701556,4,4,Late Morning
IKRD_Northbound,03/07/2019 12:00,2019,7,3,12,0,391,0.02,16.18,505.58,0,8,25,302.63,0,5,2,34.96,232.37,29.42,29,scattered clouds,F,2.256570889,4,4,Early Afternoon
IKRD_Northbound,03/07/2019 13:00,2019,7,3,13,0,416,0.32,11.12,732.17,0,12,12,529.22,0,8,49,31.36,259.55,56.6,29,broken clouds,F,2.260968889,4,4,Early Afternoon
IKRD_Northbound,03/07/2019 14:00,2019,7,3,14,0,477,0.13,18.5,478.1,0,7,58,275.15,0,4,35,27.61,294.49,91.54,30,broken clouds,F,2.258574694,4,4,Early Afternoon
IKRD_Northbound,03/07/2019 15:00,2019,7,3,15,0,276,1.05,29.58,278.94,0,4,38,75.99,0,1,15,26.67,304.45,101.5,27,light rain,F,2.255467083,4,4,Late Afternoon
IKRD_Northbound,03/07/2019 16:00,2019,7,3,16,0,246,1.75,30.42,303.29,0,5,3,100.34,0,1,40,26.12,310.88,107.93,27,light rain,F,2.255607111,4,4,Late Afternoon
IKRD_Northbound,03/07/2019 17:00,2019,7,3,17,0,267,2.61,26.59,311.02,0,5,11,108.07,0,1,48,27.13,299.62,96.67,27,light rain,F,2.257969611,4,4,Late Afternoon
IKRD_Northbound,03/07/2019 18:00,2019,7,3,18,0,284,3.19,30.63,265.66,0,4,25,62.71,0,1,2,27.11,300.28,97.33,29,scattered clouds,F,2.261275222,4,4,Evening
IKRD_Northbound,03/07/2019 19:00,2019,7,3,19,0,186,0.87,29.05,284.82,0,4,44,81.87,0,1,21,25.71,315.96,113.01,29,scattered clouds,F,2.256481,4,4,Evening
IKRD_Northbound,03/07/2019 20:00,2019,7,3,20,0,340,4.38,17.3,535.12,0,8,55,332.17,0,5,32,25.28,321.45,118.5,25,light rain,F,2.257293333,4,4,Evening
IKRD_Northbound,03/07/2019 21:00,2019,7,3,21,0,394,5.93,25.76,325.73,0,5,25,122.78,0,2,2,27.75,293.26,90.31,27,scattered clouds,F,2.260545833,4,4,Late Evening
IKRD_Northbound,03/07/2019 22:00,2019,7,3,22,0,461,8.02,28.53,285.44,0,4,45,82.49,0,1,22,34.34,236.83,33.88,27,scattered clouds,F,2.259095056,4,4,Late Evening
IKRD_Northbound,03/07/2019 23:00,2019,7,3,23,0,217,5.68,33.33,250.35,0,4,10,47.4,0,0,47,37.31,217.59,14.64,26,few clouds,F,2.255078583,4,4,Late Evening
IKRD_Northbound,04/07/2019 00:00,2019,7,4,0,0,82,6.11,39.08,210.16,0,3,30,7.21,0,0,7,34.76,233.61,30.66,26,few clouds,F,2.255634333,4,5,Late Night
IKRD_Northbound,04/07/2019 01:00,2019,7,4,1,0,50,1.98,47.35,171.67,0,2,51,0,0,0,0,36.1,225.43,22.48,26,scattered clouds,F,2.260561944,4,5,Late Night
IKRD_Northbound,04/07/2019 02:00,2019,7,4,2,0,26,40.14,47.35,172.6,0,2,52,0,0,0,0,37.24,218.19,15.24,26,scattered clouds,F,2.257054333,4,5,Late Night
IKRD_Northbound,04/07/2019 04:00,2019,7,4,4,0,27,5.5,46.29,176.04,0,2,56,0,0,0,0,39.04,208.09,5.14,25,light rain,F,2.256620444,4,5,Early Morning
IKRD_Northbound,04/07/2019 05:00,2019,7,4,5,0,35,8.47,35.11,233.38,0,3,53,30.43,0,0,30,41.53,196.2,0,25,thunderstorm with light rain,F,2.263385,4,5,Early Morning
IKRD_Northbound,04/07/2019 06:00,2019,7,4,6,0,154,1.87,43.63,187.79,0,3,7,0,0,0,0,46.64,174.11,0,25,thunderstorm,F,2.255691778,4,5,Early Morning
IKRD_Northbound,04/07/2019 07:00,2019,7,4,7,0,363,1.57,47.52,171.22,0,2,51,0,0,0,0,47.2,172.09,0,25,thunderstorm,F,2.256291111,4,5,Early Morning
IKRD_Northbound,04/07/2019 08:00,2019,7,4,8,0,524,0.47,46.15,177.81,0,2,57,0,0,0,0,41.13,200,0,25,thunderstorm,F,2.285,4,5,Early Morning
IKRD_Northbound,04/07/2019 09:00,2019,7,4,9,0,405,0.29,49.58,164.21,0,2,44,0,0,0,0,34.67,234.51,31.56,26,thunderstorm,F,2.258461583,4,5,Late Morning
IKRD_Northbound,04/07/2019 10:00,2019,7,4,10,0,242,3.12,46.76,174.82,0,2,54,0,0,0,0,39.87,203.83,0.88,26,thunderstorm,F,2.25741725,4,5,Late Morning
IKRD_Northbound,04/07/2019 11:00,2019,7,4,11,0,235,2.26,48.06,169.15,0,2,49,0,0,0,0,40.53,200.39,0,26,thunderstorm with light rain,F,2.256057417,4,5,Late Morning
IKRD_Northbound,04/07/2019 12:00,2019,7,4,12,0,215,1.51,47.09,173.91,0,2,53,0,0,0,0,36.24,224.46,21.51,27,thunderstorm with light rain,F,2.259564,4,5,Early Afternoon
IKRD_Northbound,04/07/2019 13:00,2019,7,4,13,0,305,1.51,42.26,194.92,0,3,14,0,0,0,0,33.04,246.71,43.76,27,thunderstorm,F,2.264249556,4,5,Early Afternoon
IKRD_Northbound,04/07/2019 14:00,2019,7,4,14,0,433,0.21,25.66,341.29,0,5,41,138.34,0,2,18,30.62,265.2,62.25,27,thunderstorm with light rain,F,2.255673333,4,5,Early Afternoon
IKRD_Northbound,04/07/2019 15:00,2019,7,4,15,0,461,0.65,33.68,242.02,0,4,2,39.07,0,0,39,27.89,291.75,88.8,26,thunderstorm with light rain,F,2.260252083,4,5,Late Afternoon
IKRD_Northbound,04/07/2019 16:00,2019,7,4,16,0,441,0,31.28,260.41,0,4,20,57.46,0,0,57,27,300.85,97.9,26,light rain,F,2.256375,4,5,Late Afternoon
IKRD_Northbound,04/07/2019 17:00,2019,7,4,17,0,408,0.35,28.85,282.19,0,4,42,79.24,0,1,19,23.6,344.34,141.39,26,light rain,F,2.25734,4,5,Late Afternoon
IKRD_Northbound,04/07/2019 18:00,2019,7,4,18,0,480,0.37,29.41,276.77,0,4,36,73.82,0,1,13,25.07,324,121.05,26,light rain,F,2.2563,4,5,Evening
IKRD_Northbound,04/07/2019 19:00,2019,7,4,19,0,313,1.31,22.74,409.56,0,6,49,206.61,0,3,26,23.39,347.23,144.28,26,light rain,F,2.256030472,4,5,Evening
IKRD_Northbound,04/07/2019 20:00,2019,7,4,20,0,285,3.14,36.72,223.01,0,3,43,20.06,0,0,20,24.37,333.56,130.61,26,light intensity drizzle,F,2.258015889,4,5,Evening
IKRD_Northbound,04/07/2019 21:00,2019,7,4,21,0,302,3.26,37.2,221.36,0,3,41,18.41,0,0,18,27.39,298.63,95.68,25,scattered clouds,F,2.272076583,4,5,Late Evening
IKRD_Northbound,04/07/2019 22:00,2019,7,4,22,0,359,3.93,36,228.37,0,3,48,25.42,0,0,25,31.93,254.89,51.94,25,few clouds,F,2.260732694,4,5,Late Evening
IKRD_Northbound,04/07/2019 23:00,2019,7,4,23,0,131,2.27,24.26,338.57,0,5,38,135.62,0,2,15,36.18,224.43,21.48,25,few clouds,F,2.2555215,4,5,Late Evening
IKRD_Northbound,05/07/2019 00:00,2019,7,5,0,0,80,7.11,37.63,218.75,0,3,38,15.8,0,0,15,36.81,220.6,17.65,25,few clouds,F,2.255635,4,6,Late Night
IKRD_Northbound,05/07/2019 01:00,2019,7,5,1,0,48,6.87,52.69,154.75,0,2,34,0,0,0,0,37.95,214.12,11.17,25,light intensity drizzle,F,2.257181667,4,6,Late Night
IKRD_Northbound,05/07/2019 02:00,2019,7,5,2,0,25,2.55,46.3,177.37,0,2,57,0,0,0,0,38.39,211.47,8.52,25,scattered clouds,F,2.255092583,4,6,Late Night
IKRD_Northbound,05/07/2019 06:00,2019,7,5,6,0,328,0.35,51.94,157.46,0,2,37,0,0,0,0,48.31,168.2,0,25,few clouds,F,2.257150556,4,6,Early Morning
IKRD_Northbound,05/07/2019 07:00,2019,7,5,7,0,493,0.17,45.12,180.94,0,3,0,0,0,0,0,47.9,169.7,0,25,few clouds,F,2.257952778,4,6,Early Morning
IKRD_Northbound,05/07/2019 08:00,2019,7,5,8,0,260,3.07,34.46,261.73,0,4,21,58.78,0,0,58,39.4,206.98,4.03,25,broken clouds,F,2.265281111,4,6,Early Morning
IKRD_Northbound,05/07/2019 09:00,2019,7,5,9,0,238,1.9,17.4,474.81,0,7,54,271.86,0,4,31,34.17,237.8,34.85,24,moderate rain,F,2.257118333,4,6,Late Morning
IKRD_Northbound,05/07/2019 10:00,2019,7,5,10,0,458,0.27,41.26,206.82,0,3,26,3.87,0,0,3,34.87,233.1,30.15,26,broken clouds,F,2.2578325,4,6,Late Morning
IKRD_Northbound,05/07/2019 11:00,2019,7,5,11,0,453,1.12,45.13,180.12,0,3,0,0,0,0,0,37.77,215.16,12.21,24,moderate rain,F,2.257387,4,6,Late Morning
IKRD_Northbound,05/07/2019 12:00,2019,7,5,12,0,287,1.56,45.59,178.91,0,2,58,0,0,0,0,35.35,230.06,27.11,27,broken clouds,F,2.259061389,4,6,Early Afternoon
IKRD_Northbound,05/07/2019 13:00,2019,7,5,13,0,232,2.13,41.03,199.18,0,3,19,0,0,0,0,29.54,276.09,73.14,28,broken clouds,F,2.265471833,4,6,Early Afternoon
IKRD_Northbound,05/07/2019 14:00,2019,7,5,14,0,262,1.49,37.89,215.94,0,3,35,12.99,0,0,12,26.8,303.07,100.12,28,broken clouds,F,2.256187778,4,6,Early Afternoon
IKRD_Northbound,05/07/2019 15:00,2019,7,5,15,0,470,0.22,37.25,220.34,0,3,40,17.39,0,0,17,28,290.46,87.51,27,broken clouds,F,2.259133333,4,6,Late Afternoon
IKRD_Northbound,05/07/2019 16:00,2019,7,5,16,0,428,0.41,28.39,289.99,0,4,49,87.04,0,1,27,25.12,325.74,122.79,26,thunderstorm with light rain,F,2.272941333,4,6,Late Afternoon
IKRD_Northbound,05/07/2019 17:00,2019,7,5,17,0,475,0,26.6,307.72,0,5,7,104.77,0,1,44,25.9,313.59,110.64,26,thunderstorm with light rain,F,2.256105833,4,6,Late Afternoon
IKRD_Northbound,05/07/2019 18:00,2019,7,5,18,0,436,0.64,25.69,320.61,0,5,20,117.66,0,1,57,23.57,346.32,143.37,26,light intensity drizzle,F,2.267434,4,6,Evening
IKRD_Northbound,05/07/2019 19:00,2019,7,5,19,0,356,2.67,27.25,303.25,0,5,3,100.3,0,1,40,23.21,350.09,147.14,27,scattered clouds,F,2.257108028,4,6,Evening
IKRD_Northbound,05/07/2019 20:00,2019,7,5,20,0,260,2.35,32.3,254.52,0,4,14,51.57,0,0,51,22.36,363.5,160.55,26,scattered clouds,F,2.257738889,4,6,Evening
IKRD_Northbound,05/07/2019 21:00,2019,7,5,21,0,298,2.69,34.15,241.28,0,4,1,38.33,0,0,38,26.03,313.34,110.39,26,scattered clouds,F,2.265622278,4,6,Late Evening
IKRD_Northbound,05/07/2019 22:00,2019,7,5,22,0,320,5.63,39.03,211.89,0,3,31,8.94,0,0,8,28.32,286.92,83.97,25,scattered clouds,F,2.257104,4,6,Late Evening
IKRD_Northbound,05/07/2019 23:00,2019,7,5,23,0,216,5.56,24.17,363.26,0,6,3,160.31,0,2,40,28.68,283.68,80.73,25,few clouds,F,2.259984,4,6,Late Evening
IKRD_Northbound,06/07/2019 00:00,2019,7,6,0,0,128,3.04,19.63,414.27,0,6,54,211.32,0,3,31,32.23,252.02,49.07,25,few clouds,F,2.256279056,4,7,Late Night
